ID;ORDERID;ITEMID;AMOUNT;UNITPRICE;LINETOTAL
5265;952;12907;2;30.644;61.288
5266;952;16147;6;127.405;764.432
5267;952;24646;6;689.142;4.134.853
5268;952;26000;10;91.906;919.057
5269;952;12090;6;33.671;202.026
5270;953;9597;5;98.113;490.565
5271;953;1386;10;159.315;1.593.149
5272;953;3702;6;15.528;93.167
5273;954;21504;3;106.757;320.271
5274;954;13334;3;241.145;723.434
5275;954;15745;1;267.888;267.888
5276;954;9951;4;169.797;679.190
5277;954;8028;5;2.320.582;11.602.912
5278;955;8252;10;58.087;580.872
5279;955;17652;3;544.008;1.632.025
5280;955;18812;3;76.004;228.011
5281;955;14189;3;37.182;111.546
5282;955;19401;1;32.854;32.854
5283;955;1788;9;357.804;3.220.240
5284;955;27049;5;70.616;353.082
5285;955;24428;2;91.731;183.463
5286;955;15741;2;480.231;960.462
5287;956;9413;3;330.856;992.568
5288;956;27175;5;378.359;1.891.797
5289;956;10468;3;156.454;469.361
5290;956;24804;4;57.114;228.455
5291;956;17183;4;165.964;663.856
5292;956;21023;6;63.442;380.650
5293;956;5536;1;94.657;94.657
5294;956;8242;2;89.944;179.888
5295;956;22813;3;44.239;132.716
5296;957;23915;1;218.071;218.071
5297;957;8567;10;80.552;805.521
5298;958;24242;1;41.896;41.896
5299;958;19651;3;11.261;33.782
5300;958;5376;9;266.358;2.397.220
5301;958;6710;5;33.180;165.899
5302;958;25581;1;151.150;151.150
5303;958;5915;8;17.207;137.657
5304;958;11082;1;137.410;137.410
5305;958;27274;7;0.4806;33.642
5306;958;26231;6;92.569;555.416
5307;958;19425;2;32.744;65.488
5308;959;12653;10;17.259;172.587
5309;959;25693;9;188.604;1.697.438
5310;959;24834;8;49.836;398.688
5311;959;25207;10;23.234;232.337
5312;959;13169;3;29.066;87.198
5313;960;12086;5;465.508;2.327.539
5314;960;13942;3;98.789;296.367
5315;960;8656;7;116.449;815.146
5316;961;23441;2;105.208;210.416
5317;961;27130;2;0.2562;0.5125
5318;961;15861;5;79.543;397.714
5319;961;759;2;100.012;200.023
5320;961;22672;5;14.290;71.449
5321;961;6205;4;521.023;2.084.090
5322;961;12068;7;397.164;2.780.150
5323;961;24529;10;181.559;1.815.592
5324;962;18273;4;49.703;198.813
5325;962;4624;4;45.928;183.712
5326;962;22152;10;14.653;146.531
5327;962;13313;5;74.139;370.694
5328;962;1253;6;129.296;775.779
5329;962;3496;10;76.779;767.787
5330;962;26871;9;14.005;126.044
5331;962;16703;3;48.610;145.831
5332;963;26127;6;302.444;1.814.665
5333;963;9829;2;65.957;131.915
5334;963;10108;2;290.627;581.255
5335;963;21751;7;508.254;3.557.779
5336;963;20338;7;211.173;1.478.209
5337;963;9077;9;51.967;467.703
5338;963;6389;10;94.492;944.918
5339;963;26340;2;78.611;157.223
5340;964;25357;7;15.396;107.775
5341;965;3264;7;246.659;1.726.614
5342;965;25071;10;13.247;132.473
5343;966;7754;2;673.199;1.346.397
5344;967;791;6;123.764;742.581
5345;968;25924;9;112.358;1.011.224
5346;968;12587;2;24.356;48.712
5347;968;5780;6;117.710;706.262
5348;968;17191;10;18.897;188.971
5349;968;17641;2;144.333;288.666
5350;968;25547;10;32.872;328.720
5351;968;2638;4;101.315;405.258
5352;969;12136;5;292.583;1.462.913
5353;969;13537;5;264.852;1.324.260
5354;970;863;8;213.709;1.709.670
5355;970;23188;10;25.696;256.962
5356;970;18537;1;85.938;85.938
5357;970;15088;2;108.403;216.806
5358;970;9718;8;228.419;1.827.355
5359;970;2446;5;93.170;465.850
5360;970;25291;10;20.221;202.205
5361;970;5252;4;55.299;221.194
5362;970;25632;3;543.502;1.630.507
5363;970;10995;6;40.318;241.908
5364;971;13080;1;36.933;36.933
5365;971;18179;1;20.208;20.208
5366;971;25853;1;247.243;247.243
5367;971;16170;7;42.830;299.813
5368;971;7598;10;53.657;536.571
5369;971;8036;1;16.193;16.193
5370;971;27978;7;56.144;393.011
5371;972;8587;5;58.865;294.324
5372;972;9562;3;21.771;65.312
5373;972;18562;6;176.890;1.061.341
5374;972;11201;10;22.452;224.524
5375;972;15271;8;43.014;344.114
5376;972;1411;9;216.465;1.948.186
5377;972;11548;2;173.452;346.904
5378;972;8284;10;58.839;588.393
5379;972;1955;1;678.184;678.184
5380;972;13774;6;11.545;69.270
5381;973;9772;6;20.769;124.611
5382;973;7815;6;25.022;150.131
5383;973;20759;2;101.120;202.239
5384;973;27189;5;563.935;2.819.677
5385;973;4643;10;74.182;741.817
5386;973;14355;10;114.582;1.145.817
5387;974;27195;5;172.206;861.028
5388;974;20740;7;65.437;458.060
5389;974;843;4;268.987;1.075.948
5390;974;8160;6;56.219;337.316
5391;974;11657;7;93.944;657.605
5392;974;8165;8;22.945;183.558
5393;974;25428;6;46.935;281.612
5394;975;21734;10;590.776;5.907.757
5395;975;9110;8;76.360;610.879
5396;975;12346;5;105.284;526.422
5397;975;24757;4;45.079;180.317
5398;975;19978;9;40.789;367.098
5399;975;8312;2;24.448;48.897
5400;975;3015;4;484.747;1.938.990
5401;975;16144;5;245.961;1.229.803
5402;975;9432;10;148.542;1.485.422
5403;975;3840;3;917.321;2.751.964
5404;976;24959;1;30.125;30.125
5405;977;19207;5;13.488;67.442
5406;977;13587;2;158.508;317.016
5407;977;6558;8;129.362;1.034.898
5408;977;9161;9;33.691;303.218
5409;977;23034;9;163.400;1.470.598
5410;977;27421;1;147.026;147.026
5411;977;7735;6;199.060;1.194.359
5412;978;7195;3;180.843;542.528
5413;978;11787;4;71.472;285.890
5414;978;3817;5;94.793;473.966
5415;978;21124;2;33.572;67.144
5416;978;3955;2;286.449;572.899
5417;978;7835;7;890.831;6.235.819
5418;978;7424;9;152.742;1.374.674
5419;978;16336;6;15.135;90.809
5420;978;9214;6;18.501;111.006
5421;979;3253;5;339.902;1.699.511
5422;979;12550;8;36.753;294.027
5423;979;17750;10;61.150;611.500
5424;979;13153;4;54.941;219.763
5425;979;14164;3;106.382;319.146
5426;979;26005;7;69.309;485.160
5427;979;10477;4;278.333;1.113.334
5428;980;25745;8;41.199;329.593
5429;980;5571;10;359.209;3.592.088
5430;980;11003;4;522.478;2.089.913
5431;980;7007;4;276.346;1.105.383
5432;980;27110;8;257.539;2.060.313
5433;980;26474;5;93.413;467.063
5434;980;11035;6;88.194;529.162
5435;981;4015;5;21.976;109.881
5436;981;13919;8;283.370;2.266.963
5437;981;26696;9;51.989;467.901
5438;981;6614;4;412.681;1.650.722
5439;981;21694;5;0.6367;31.837
5440;981;2852;6;105.970;635.819
5441;981;23428;10;201.539;2.015.386
5442;981;15460;5;47.108;235.541
5443;982;25200;4;74.449;297.796
5444;982;7441;3;118.503;355.510
5445;982;3221;6;27.274;163.641
5446;982;8815;7;574.181;4.019.267
5447;982;2536;8;165.959;1.327.673
5448;982;9336;4;0.6090;24.361
5449;983;17847;3;17.652;52.956
5450;984;10262;8;98.451;787.607
5451;984;27399;1;229.702;229.702
5452;985;5712;5;47.801;239.005
5453;985;10629;5;17.083;85.414
5454;985;20799;7;217.719;1.524.030
5455;985;5669;1;28.371;28.371
5456;985;3489;3;80.730;242.190
5457;985;12083;4;21.880;87.521
5458;986;7118;10;83.259;832.589
5459;986;22385;10;13.591;135.911
5460;986;8589;1;189.517;189.517
5461;986;7850;7;74.783;523.481
5462;986;5333;6;45.761;274.563
5463;986;5457;1;110.523;110.523
5464;986;14560;9;234.817;2.113.357
5465;986;6083;9;62.978;566.804
5466;986;12762;9;63.350;570.149
5467;986;17195;10;136.887;1.368.875
5468;987;18634;7;107.758;754.306
5469;988;12522;5;12.693;63.464
5470;988;16599;7;202.412;1.416.884
5471;988;9876;6;55.341;332.044
5472;988;13733;4;51.167;204.668
5473;988;17761;10;15.579;155.794
5474;988;22133;4;291.802;1.167.209
5475;988;12150;4;72.787;291.147
5476;988;8703;7;54.010;378.067
5477;988;15554;5;12.376;61.881
5478;988;1008;7;154.988;1.084.914
5479;989;17257;8;827.587;6.620.698
5480;989;15925;1;1.047.488;1.047.488
5481;989;7893;7;52.514;367.600
5482;989;5535;4;151.794;607.176
5483;989;18272;2;88.313;176.626
5484;989;3383;9;0.3282;29.540
5485;989;17153;7;18.967;132.766
5486;989;25605;6;28.457;170.744
5487;989;21472;5;116.869;584.344
5488;989;19640;2;32.652;65.305
5489;990;17752;3;86.669;260.006
5490;990;6640;8;224.796;1.798.367
5491;990;5597;2;107.181;214.363
5492;990;8626;5;167.860;839.300
5493;991;1349;4;136.605;546.418
5494;991;21827;2;48.827;97.653
5495;991;10443;10;43.356;433.562
5496;991;17200;9;59.488;535.391
5497;991;12592;8;0.3049;24.389
5498;991;3818;4;115.486;461.944
5499;991;2859;5;491.392;2.456.958
5500;992;9633;9;318.464;2.866.174
5501;993;20214;3;294.194;882.583
5502;993;20763;5;136.629;683.147
5503;994;26793;2;14.351;28.702
5504;995;10441;8;11.796;94.369
5505;995;9074;4;113.638;454.554
5506;995;20278;7;310.183;2.171.281
5507;996;16126;5;208.185;1.040.924
5508;997;22119;9;47.034;423.303
5509;997;7906;1;17.996;17.996
5510;997;5682;3;23.225;69.675
5511;997;9055;5;345.506;1.727.529
5512;997;10735;9;47.954;431.588
5513;997;18853;5;19.814;99.072
5514;997;20445;9;139.114;1.252.027
5515;997;4719;3;99.536;298.607
5516;997;15235;6;55.711;334.264
5517;998;15363;9;562.644;5.063.795
5518;998;25997;3;135.810;407.429
5519;998;25162;9;0.6015;54.133
5520;998;18132;7;30.392;212.744
5521;998;13729;4;37.950;151.800
5522;998;2035;7;15.305;107.132
5523;998;19524;10;0.3119;31.186
5524;998;1853;4;129.071;516.284
5525;998;24641;3;15.045;45.134
5526;999;2998;2;0.2984;0.5968
5527;999;18263;10;97.107;971.075
5528;1000;15793;6;322.139;1.932.832
5529;1000;19174;10;164.606;1.646.062
5530;1000;25038;5;13.659;68.296
5531;1000;12953;9;111.568;1.004.114
5532;1000;1776;5;76.343;381.713
5533;1000;25378;9;68.910;620.191
5534;1000;14397;6;163.251;979.504
5535;1000;27383;9;75.072;675.652
5536;1000;6105;3;0.9391;28.173
5537;1000;21469;3;119.449;358.348
5538;1001;5015;2;275.009;550.018
5539;1002;9892;6;10.707;64.242
5540;1002;16213;1;48.057;48.057
5541;1002;1989;8;11.037;88.298
5542;1002;22104;8;30.389;243.114
5543;1002;7968;8;0.9672;77.373
5544;1002;11050;4;140.532;562.126
5545;1002;18496;9;43.877;394.890
5546;1002;7791;7;111.238;778.669
5547;1002;24462;4;61.864;247.458
5548;1003;6270;2;23.218;46.435
5549;1004;18416;8;25.745;205.961
5550;1004;27136;3;50.707;152.120
5551;1004;8970;6;146.547;879.281
5552;1004;10747;3;408.574;1.225.721
5553;1004;1399;4;173.813;695.251
5554;1004;10896;6;26.911;161.469
5555;1004;11778;10;656.829;6.568.286
5556;1005;19752;8;0.4120;32.957
5557;1005;26400;4;66.259;265.034
5558;1006;4990;3;91.279;273.838
5559;1006;5438;1;84.182;84.182
5560;1006;8788;9;63.934;575.405
5561;1006;17898;3;47.323;141.969
5562;1006;12461;7;0.3881;27.164
5563;1006;24688;4;77.324;309.296
5564;1006;24216;7;34.589;242.124
5565;1006;905;7;188.549;1.319.841
5566;1006;339;5;302.564;1.512.818
5567;1006;3672;4;126.201;504.805
5568;1007;11673;7;36.686;256.805
5569;1007;23899;2;13.062;26.124
5570;1007;8894;6;107.214;643.286
5571;1007;5666;10;13.383;133.828
5572;1007;18175;2;184.935;369.870
5573;1007;2902;3;216.806;650.418
5574;1008;11103;5;136.460;682.299
5575;1008;8306;8;69.742;557.936
5576;1008;19269;4;65.997;263.987
5577;1008;24199;1;275.383;275.383
5578;1008;20088;4;107.294;429.174
5579;1008;23072;2;86.505;173.010
5580;1008;17178;7;242.024;1.694.165
5581;1008;7166;10;92.812;928.123
5582;1008;4370;3;191.578;574.734
5583;1008;23302;2;24.608;49.216
5584;1009;23929;5;276.511;1.382.557
5585;1009;26305;9;315.603;2.840.428
5586;1009;11424;9;32.344;291.092
5587;1009;4470;8;58.699;469.596
5588;1010;5173;8;266.370;2.130.963
5589;1010;800;10;570.098;5.700.978
5590;1010;3363;8;80.069;640.553
5591;1010;1418;2;207.132;414.264
5592;1010;22121;1;63.306;63.306
5593;1010;25894;4;13.288;53.152
5594;1011;27204;6;29.153;174.916
5595;1011;27108;7;105.232;736.624
5596;1011;11789;1;1.022.511;1.022.511
5597;1011;27954;1;142.087;142.087
5598;1011;12940;5;541.645;2.708.227
5599;1012;15348;9;47.701;429.310
5600;1012;23882;7;40.344;282.410
5601;1012;13407;6;89.069;534.412
5602;1012;8723;8;312.344;2.498.751
5603;1013;5639;6;54.299;325.792
5604;1013;10164;7;215.766;1.510.362
5605;1013;13918;1;118.715;118.715
5606;1013;6524;3;181.227;543.682
5607;1013;202;9;884.877;7.963.894
5608;1013;21714;1;45.086;45.086
5609;1014;25989;10;74.271;742.707
5610;1014;13472;7;16.336;114.351
5611;1014;22287;9;32.776;294.988
5612;1014;21478;6;252.280;1.513.682
5613;1014;5134;8;50.829;406.632
5614;1014;24284;1;33.531;33.531
5615;1014;20817;8;0.5045;40.358
5616;1014;10313;1;47.069;47.069
5617;1015;27918;10;80.962;809.617
5618;1015;19031;10;28.763;287.627
5619;1015;23220;8;76.657;613.255
5620;1015;5719;7;52.127;364.892
5621;1015;12;3;67.766;203.298
5622;1015;9360;10;676.159;6.761.591
5623;1015;10059;7;239.975;1.679.828
5624;1015;6859;6;10.568;63.406
5625;1015;4675;8;0.6509;52.070
5626;1015;27026;2;0.6324;12.647
5627;1016;11294;3;173.522;520.567
5628;1016;9008;3;90.973;272.920
5629;1016;13861;6;11.312;67.871
5630;1016;15465;3;68.199;204.596
5631;1017;22189;10;69.618;696.176
5632;1018;27494;5;13.502;67.510
5633;1018;13989;9;34.062;306.556
5634;1018;17619;3;269.766;809.297
5635;1018;5929;6;114.289;685.731
5636;1018;25123;10;30.703;307.030
5637;1018;1579;4;100.485;401.938
5638;1018;12566;9;47.254;425.282
5639;1018;8183;1;34.476;34.476
5640;1018;20148;1;13.262;13.262
5641;1019;17509;7;85.554;598.878
5642;1019;17265;9;0.5774;51.965
5643;1019;24918;4;69.610;278.441
5644;1019;926;1;236.251;236.251
5645;1019;6698;1;45.117;45.117
5646;1020;1398;9;131.752;1.185.766
5647;1021;20747;5;867.774;4.338.871
5648;1021;8181;4;42.705;170.820
5649;1021;27413;4;84.456;337.826
5650;1021;16805;5;55.166;275.831
5651;1021;5982;1;169.046;169.046
5652;1021;19162;6;0.3697;22.185
5653;1021;15544;5;12.292;61.458
5654;1021;7579;9;67.855;610.697
5655;1021;20924;8;57.550;460.396
5656;1022;17510;3;391.596;1.174.788
5657;1022;20819;6;83.338;500.030
5658;1022;19824;2;179.270;358.539
5659;1022;16767;4;56.675;226.701
5660;1022;23662;6;297.563;1.785.381
5661;1022;10681;8;183.374;1.466.991
5662;1022;19319;6;167.892;1.007.350
5663;1022;10697;3;56.517;169.552
5664;1022;20207;2;15.866;31.732
5665;1023;6681;2;12.953;25.907
5666;1023;14886;9;62.732;564.592
5667;1023;8640;8;119.673;957.384
5668;1023;13255;1;236.740;236.740
5669;1023;16658;2;240.646;481.291
5670;1023;6206;2;348.258;696.517
5671;1024;19950;6;10.015;60.089
5672;1024;11981;2;35.587;71.175
5673;1024;22850;3;27.716;83.147
5674;1024;12894;7;131.743;922.199
5675;1024;14740;4;210.007;840.029
5676;1025;22265;6;20.912;125.474
5677;1025;1152;4;109.350;437.400
5678;1025;14469;7;135.762;950.332
5679;1025;20848;3;13.835;41.505
5680;1025;14720;3;27.536;82.608
5681;1026;9135;1;130.078;130.078
5682;1026;23405;8;61.525;492.200
5683;1027;12359;1;0.7467;0.7467
5684;1027;9119;5;184.002;920.011
5685;1027;25579;7;126.419;884.930
5686;1027;16118;7;151.712;1.061.982
5687;1027;4397;2;214.488;428.975
5688;1028;6573;7;64.933;454.531
5689;1028;2920;8;646.160;5.169.281
5690;1028;23299;8;134.921;1.079.370
5691;1028;3954;8;90.007;720.053
5692;1028;16262;5;0.3154;15.771
5693;1028;5186;4;28.200;112.798
5694;1028;22186;4;331.289;1.325.156
5695;1029;16208;10;219.402;2.194.016
5696;1029;20855;2;368.898;737.797
5697;1029;27300;5;113.521;567.604
5698;1029;1776;2;77.289;154.578
5699;1029;465;2;100.375;200.750
5700;1029;3024;10;436.699;4.366.991
5701;1030;1261;3;10.165;30.496
5702;1030;541;4;68.045;272.179
5703;1031;25569;4;260.125;1.040.500
5704;1031;1448;6;440.698;2.644.191
5705;1031;19103;4;58.612;234.448
5706;1031;207;1;31.194;31.194
5707;1031;8146;4;119.035;476.141
5708;1031;25139;8;70.398;563.184
5709;1032;6411;3;87.461;262.383
5710;1032;12067;6;125.052;750.312
5711;1033;10836;8;34.550;276.403
5712;1034;19480;7;151.218;1.058.529
5713;1034;9540;4;133.600;534.399
5714;1034;8939;9;0.4840;43.556
5715;1034;7320;2;111.026;222.051
5716;1034;24267;3;72.624;217.873
5717;1034;3023;1;1.339.954;1.339.954
5718;1035;25137;9;67.711;609.397
5719;1035;19091;8;55.292;442.336
5720;1035;7296;10;71.554;715.544
5721;1035;9278;9;77.230;695.070
5722;1035;12471;6;310.450;1.862.702
5723;1035;13794;8;78.797;630.378
5724;1035;9223;2;53.169;106.337
5725;1035;7864;9;96.305;866.749
5726;1035;2599;1;110.244;110.244
5727;1035;26676;2;160.883;321.766
5728;1036;6322;9;27.483;247.346
5729;1036;15504;1;75.295;75.295
5730;1036;26480;1;102.950;102.950
5731;1037;17237;1;15.071;15.071
5732;1037;15526;7;82.771;579.395
5733;1037;25349;10;137.749;1.377.491
5734;1037;4862;6;0.7389;44.334
5735;1037;15103;9;23.893;215.040
5736;1037;8238;5;66.397;331.987
5737;1037;20852;1;71.030;71.030
5738;1037;1681;5;83.850;419.252
5739;1038;22118;3;92.800;278.401
5740;1038;8364;4;141.431;565.723
5741;1038;13188;3;40.586;121.759
5742;1039;27251;8;92.992;743.935
5743;1039;1540;4;139.065;556.259
5744;1039;9198;3;163.907;491.721
5745;1039;10975;6;11.788;70.730
5746;1039;25823;8;120.031;960.245
5747;1039;7378;10;0.7891;78.909
5748;1040;7575;3;62.163;186.490
5749;1040;9018;1;0.9436;0.9436
5750;1040;18545;5;318.550;1.592.748
5751;1040;7419;3;194.235;582.704
5752;1040;15065;10;15.475;154.752
5753;1040;9053;1;1.211.543;1.211.543
5754;1040;17752;3;84.261;252.784
5755;1040;26440;2;37.002;74.004
5756;1040;20569;4;73.083;292.332
5757;1040;18505;6;205.655;1.233.932
5758;1041;25990;10;29.316;293.160
5759;1041;13622;7;17.512;122.583
5760;1041;24136;4;216.790;867.159
5761;1041;27861;4;36.474;145.897
5762;1041;10995;2;40.106;80.211
5763;1041;11160;4;0.8481;33.924
5764;1042;26949;2;182.051;364.102
5765;1042;18561;7;432.871;3.030.096
5766;1042;8004;10;501.724;5.017.237
5767;1042;3043;4;63.192;252.768
5768;1042;25061;1;90.554;90.554
5769;1043;2450;4;83.271;333.085
5770;1043;19662;10;106.954;1.069.542
5771;1044;27621;8;13.247;105.975
5772;1044;14554;8;95.379;763.030
5773;1044;19693;9;53.528;481.754
5774;1044;25184;9;77.047;693.422
5775;1044;13084;6;98.998;593.986
5776;1044;6635;4;34.171;136.682
5777;1044;26175;3;333.342;1.000.026
5778;1044;5066;6;27.711;166.269
5779;1045;5165;2;255.330;510.660
5780;1045;17363;1;32.209;32.209
5781;1045;11836;4;54.985;219.941
5782;1045;27743;5;53.597;267.983
5783;1045;21804;8;174.306;1.394.446
5784;1045;27273;3;307.363;922.088
5785;1045;10160;3;49.925;149.775
5786;1046;25242;8;11.947;95.576
5787;1046;21496;10;169.118;1.691.178
5788;1046;13084;9;95.901;863.107
5789;1047;24209;10;78.144;781.440
5790;1047;15813;2;77.159;154.318
5791;1047;24513;5;0.9347;46.736
5792;1047;1775;5;19.686;98.428
5793;1047;12248;4;24.577;98.308
5794;1047;4116;4;69.122;276.488
5795;1048;21076;10;93.523;935.226
5796;1049;8896;6;12.110;72.659
5797;1049;27236;6;60.454;362.726
5798;1049;26308;8;40.283;322.263
5799;1049;14289;2;74.951;149.902
5800;1049;4209;9;98.366;885.294
5801;1049;7687;10;214.301;2.143.009
5802;1049;23062;5;69.437;347.186
5803;1049;12449;2;137.377;274.754
5804;1049;21342;6;1.064.458;6.386.746
5805;1049;24300;2;0.6745;13.490
5806;1050;15728;8;52.394;419.155
5807;1050;14975;6;18.403;110.419
5808;1050;4512;7;14.933;104.530
5809;1050;10239;1;134.475;134.475
5810;1050;18242;3;240.357;721.070
5811;1050;19918;6;195.870;1.175.223
5812;1050;27817;10;200.259;2.002.588
5813;1050;4857;10;50.480;504.800
5814;1050;22406;2;42.868;85.735
5815;1051;14827;6;0.3231;19.386
5816;1051;10250;6;25.139;150.832
5817;1051;1367;9;16.508;148.570
5818;1051;25438;1;72.959;72.959
5819;1051;22376;9;162.484;1.462.359
5820;1051;22290;7;12.577;88.040
5821;1051;19299;2;0.9314;18.629
5822;1052;19861;7;27.970;195.792
5823;1052;24936;5;29.028;145.138
5824;1052;20360;6;102.755;616.531
5825;1052;21655;8;52.091;416.727
5826;1052;20219;9;13.794;124.148
5827;1052;1168;8;407.467;3.259.737
5828;1052;14724;10;22.832;228.316
5829;1052;25051;7;136.518;955.628
5830;1053;6920;3;21.454;64.363
5831;1053;11534;1;404.688;404.688
5832;1054;836;6;150.473;902.838
5833;1054;11199;1;17.074;17.074
5834;1054;13283;7;97.689;683.824
5835;1054;24339;6;71.450;428.700
5836;1054;14930;5;73.731;368.653
5837;1054;1646;8;50.222;401.775
5838;1055;4610;7;458.448;3.209.133
5839;1055;11896;7;446.435;3.125.048
5840;1055;6;9;210.822;1.897.394
5841;1056;15556;2;134.277;268.555
5842;1056;11533;5;479.381;2.396.907
5843;1056;13489;1;276.210;276.210
5844;1057;26901;10;34.502;345.017
5845;1057;1298;5;181.933;909.665
5846;1058;19204;2;92.633;185.265
5847;1059;17355;7;12.227;85.588
5848;1059;23007;9;10.638;95.741
5849;1059;26803;10;809.701;8.097.008
5850;1059;27602;9;10.089;90.801
5851;1059;9936;8;151.924;1.215.391
5852;1059;2511;10;168.844;1.688.440
5853;1059;26198;3;57.466;172.398
5854;1059;3118;6;93.308;559.848
5855;1060;8422;2;89.919;179.837
5856;1060;14966;8;54.499;435.995
5857;1060;15589;6;25.743;154.458
5858;1060;18175;2;197.596;395.193
5859;1061;1658;7;36.917;258.417
5860;1061;22054;5;382.287;1.911.433
5861;1062;14798;5;48.071;240.355
5862;1063;2512;5;234.398;1.171.991
5863;1063;7744;5;36.584;182.920
5864;1063;14536;1;24.167;24.167
5865;1063;15357;10;33.963;339.634
5866;1063;27009;10;55.492;554.920
5867;1063;25311;7;30.645;214.513
5868;1063;16495;9;114.705;1.032.347
5869;1064;9432;5;153.641;768.206
5870;1064;12050;4;62.586;250.342
5871;1064;17727;10;61.596;615.958
5872;1064;5220;8;43.420;347.356
5873;1064;14763;3;0.2981;0.8942
5874;1064;25033;2;46.027;92.054
5875;1064;8400;3;122.796;368.387
5876;1065;16145;3;48.028;144.084
5877;1065;24910;10;61.424;614.239
5878;1065;25799;8;195.816;1.566.524
5879;1065;1821;3;97.799;293.396
5880;1065;18397;7;42.988;300.915
5881;1065;3202;5;72.075;360.373
5882;1066;15566;4;13.826;55.305
5883;1066;19948;3;10.248;30.745
5884;1067;5857;7;240.372;1.682.607
5885;1068;9075;8;58.627;469.013
5886;1068;14264;7;0.5986;41.901
5887;1068;5950;7;276.127;1.932.888
