ID;USERID;DATE_;TOTALPRICE;STATUS_;ADDRESSID
526;1346;27.02.2019 04:46;7.253.912;2;3243
527;8972;16.12.2019 00:46;2.894.066;2;21927
528;1000;12.01.2020 03:35;2.711.020;2;2406
529;8819;18.05.2019 09:52;4.480.040;2;21555
530;4224;15.04.2019 21:58;333.733;2;15520
531;633;19.02.2020 21:56;572.498;2;1505
532;3317;2.03.2019 07:11;6.100.748;2;13330
533;3233;24.07.2019 18:08;9.389.864;2;13121
534;1360;8.04.2019 08:00;8.832.246;2;3284
535;2976;5.09.2019 04:33;3.705.733;2;12485
536;4833;3.11.2019 01:20;2.985.728;2;6524
537;9464;12.07.2019 04:52;4.412.012;2;23137
538;5087;11.05.2019 18:58;3.372.232;2;7180
539;8698;14.11.2019 16:36;1.064.956;2;21239
540;9231;17.02.2020 17:04;103.727;2;22566
541;9337;6.05.2019 23:30;6.215.567;2;22820
542;7382;16.08.2019 22:29;5.046.977;2;18021
543;8296;24.05.2019 05:36;9.217.826;2;20274
544;8524;14.03.2020 10:51;2.096.358;2;20828
545;6725;29.10.2019 03:28;5.072.207;2;16412
546;6517;25.11.2019 11:24;9.155.119;2;15937
547;9338;24.01.2020 19:39;245.640;2;22823
548;9676;8.09.2019 17:59;426.424;2;23680
549;3069;15.03.2019 23:06;2.417.040;2;12717
550;2757;27.01.2020 05:50;9.613.315;2;11973
551;1350;21.05.2019 07:26;3.232.406;2;3251
552;5438;6.01.2019 22:19;2.947.368;2;8067
553;377;30.11.2019 22:30;8.129.443;2;863
554;8257;7.04.2019 15:40;4.776.148;2;20178
555;2949;8.12.2019 14:28;744.835;2;12415
556;3392;13.11.2019 12:26;5.829.191;2;13500
557;3362;3.10.2019 02:19;9.770.724;2;24481
558;5791;24.03.2020 21:25;944.567;2;8941
559;5467;24.11.2019 15:56;1.204.368;2;8142
560;8357;27.05.2019 01:43;5.033.613;2;20422
561;9080;27.10.2019 16:59;6.524.609;2;22180
562;1046;23.02.2020 23:24;3.274.415;2;2519
563;9462;7.09.2019 12:46;3.565.412;2;23131
564;8442;23.11.2019 16:08;8.447.352;2;20626
565;9337;15.05.2019 06:28;14.939.948;2;22818
566;8857;3.02.2020 10:02;65.453;2;21641
567;3267;29.03.2019 13:02;4.172.726;2;13208
568;2746;15.04.2019 08:38;10.396.984;2;11947
569;9270;28.07.2019 23:45;330.829;2;22658
570;1672;18.02.2019 03:04;6.376.498;2;4048
571;3234;13.06.2019 18:25;2.788.662;2;13126
572;5285;7.08.2019 19:36;3.748.583;2;7649
573;1249;3.06.2019 17:42;9.647.547;2;3006
574;5660;25.01.2020 19:33;6.384.656;2;8624
575;35;27.07.2019 17:58;3.261.890;2;80
576;8197;20.04.2019 22:37;2.046.250;2;20040
577;1914;13.02.2020 11:11;4.280.395;2;4639
578;9476;30.03.2019 00:27;112.526;2;23174
579;7007;16.03.2020 22:09;2.725.845;2;17094
580;6132;23.07.2019 10:49;2.373.190;2;9777
581;7750;5.03.2020 17:52;5.079.480;2;18947
582;6879;2.03.2019 16:50;10.606.622;2;16784
583;148;28.04.2019 05:43;12.600.086;2;338
584;4593;22.10.2019 00:05;2.431.731;2;5920
585;4393;2.11.2019 20:07;9.224.778;2;5453
586;5178;12.03.2019 05:29;5.462.074;2;7416
587;471;10.12.2019 02:25;379.324;2;1101
588;9425;21.01.2020 08:57;3.447.383;2;23040
589;5981;7.01.2019 01:59;3.661.607;2;9412
590;1992;15.10.2019 17:42;775.087;2;4846
591;230;5.02.2019 14:04;8.774.297;2;525
592;3482;28.09.2019 14:54;8.457.619;2;13709
593;6149;8.06.2019 21:46;640.662;2;9818
594;4810;15.05.2019 16:56;2.564.293;2;6464
595;753;30.01.2020 08:17;1.975.967;2;1805
596;4354;20.01.2020 09:50;6.534.640;2;5361
597;7000;13.06.2019 20:10;1.123.198;2;17075
598;1719;13.02.2019 13:22;1.131.571;2;4147
599;3690;14.01.2020 06:58;1.535.353;2;14218
600;5001;1.08.2019 20:28;53.199;2;6948
601;1950;25.10.2019 02:30;8.919.016;2;4726
602;9432;4.01.2020 13:01;932.670;2;23053
603;7530;1.12.2019 20:23;5.572.423;2;18387
604;4700;23.07.2019 11:40;5.673.884;2;6186
605;832;4.01.2020 06:34;3.013.178;2;1975
606;3883;5.06.2019 20:32;725.708;2;14710
607;4455;21.07.2019 02:20;3.245.657;2;5602
608;1021;11.01.2019 15:51;3.608.970;2;2455
609;9613;1.03.2020 18:23;1.795.370;2;23521
610;6343;22.01.2020 17:02;10.524.658;2;10280
611;2556;16.11.2019 21:59;7.642.675;2;11478
612;1236;1.01.2020 07:46;1.031.673;2;2968
613;4185;14.03.2020 06:25;5.125.824;2;15430
614;5685;19.07.2019 19:29;2.463.437;2;8681
615;5227;16.07.2019 01:25;8.644.996;2;7533
616;4224;29.10.2019 12:38;7.274.040;2;15520
617;3324;16.03.2020 21:33;2.929.382;2;13347
618;642;10.12.2019 17:19;4.916.672;2;1526
619;5689;15.10.2019 21:34;883.908;2;8690
620;178;3.02.2019 11:43;1.900.697;2;406
621;6502;10.02.2020 22:02;14.634.890;2;15901
622;8385;15.03.2019 22:20;3.342.331;2;20489
623;1214;9.11.2019 12:34;722.464;2;2925
624;8636;30.05.2019 06:04;7.294.070;2;21103
625;8863;17.12.2019 08:18;122.159;2;21653
626;7623;16.01.2020 05:10;7.029.620;2;24503
627;1369;2.02.2020 18:05;2.150.256;2;3308
628;1805;22.04.2019 03:38;405.978;2;4365
629;8493;18.01.2020 05:47;28.199;2;20752
630;8267;7.03.2019 09:24;1.209.496;2;20201
631;308;16.01.2019 00:11;30.743;2;706
632;2689;15.06.2019 03:25;260.361;2;11810
633;9609;24.10.2019 17:19;4.821.306;2;23508
634;2942;5.01.2020 10:00;12.767.430;2;12398
635;1968;10.08.2019 08:37;389.614;2;4782
636;236;2.03.2019 17:50;6.730.125;2;540
637;869;26.12.2019 18:19;6.996.505;2;2077
638;9375;6.02.2020 18:34;933.236;2;22917
639;2846;5.12.2019 06:34;1.987.099;2;12168
640;6877;5.10.2019 15:18;3.518.043;2;16777
641;5077;4.11.2019 13:04;644.776;2;7148
642;6348;28.02.2019 10:09;4.419.383;2;10294
643;9444;6.01.2019 10:44;30.851.165;2;23082
644;8237;17.11.2019 17:08;10.851.719;2;20132
645;8127;13.02.2020 10:24;302.558;2;19863
646;2039;15.10.2019 15:36;1.282.832;2;4969
647;176;19.02.2019 10:25;5.911.230;2;403
648;9586;13.11.2019 07:34;1.790.888;2;23450
649;9543;17.03.2019 13:18;22.576;2;23341
650;5639;16.07.2019 00:53;4.599.720;2;8579
651;6285;20.07.2019 06:50;7.688.134;2;10150
652;3068;26.06.2019 04:00;12.516.716;2;12716
653;9623;12.10.2019 07:04;2.231.861;2;23547
654;5609;11.10.2019 02:46;1.135.777;2;8512
655;6513;5.02.2020 17:42;4.920.250;2;15925
656;8489;8.12.2019 06:54;1.592.320;2;20743
657;9576;4.12.2019 07:53;6.632.989;2;23428
658;5352;27.10.2019 09:30;9.815.945;2;7842
659;669;10.01.2020 21:31;3.230.813;2;1586
660;2811;31.03.2019 04:50;804.230;2;12102
661;3731;17.08.2019 06:09;4.565.575;2;14328
662;8364;1.04.2019 22:32;4.101.208;2;20441
663;6061;24.06.2019 21:26;6.378.267;2;9613
664;3225;1.11.2019 07:19;4.289.769;2;13098
665;2812;5.06.2019 19:42;7.565.752;2;12106
666;8513;12.06.2019 13:06;9.256.144;2;20803
667;7736;21.03.2019 02:58;2.856.854;2;24482
668;7069;21.02.2020 08:15;3.761.569;2;17246
669;8938;30.09.2019 16:49;6.373.157;2;21843
670;2401;6.02.2020 02:19;13.034.715;2;11092
671;5317;19.01.2019 14:18;6.403.226;2;7739
672;506;19.10.2019 17:00;12.688.829;2;1191
673;6796;26.12.2019 19:21;1.489.861;2;16590
674;3280;10.01.2019 12:34;9.897.532;2;13239
675;7883;15.09.2019 13:50;17.713.106;2;19270
676;2814;9.06.2019 21:48;168.408;2;12112
677;2052;19.02.2019 13:39;1.178.403;2;4997
678;7835;5.04.2019 00:35;9.200.737;2;19150
679;9420;29.05.2019 10:54;4.090.858;2;23025
680;45;2.10.2019 07:00;4.547.010;2;102
681;7632;19.03.2020 00:58;510.962;2;18641
682;415;8.10.2019 15:51;3.246.330;2;964
683;8831;21.11.2019 04:32;1.832.204;2;21583
684;8377;20.02.2019 13:45;1.843.944;2;20472
685;8042;7.06.2019 07:00;11.201.879;2;19646
686;3315;25.11.2019 09:32;2.308.365;2;13324
687;15;6.01.2019 05:07;811.170;2;31
688;392;14.02.2019 20:07;3.944.420;2;904
689;860;8.11.2019 13:53;916.225;2;2052
690;1888;14.01.2020 09:38;6.350.552;2;4569
691;4559;6.04.2019 03:52;3.704.239;2;5854
692;8236;7.06.2019 14:30;5.065.518;2;20127
693;3794;10.02.2020 11:50;7.402.574;2;14484
694;4038;9.09.2019 13:14;510.290;2;15074
695;8124;16.05.2019 11:19;5.702.366;2;19856
696;3725;7.02.2019 21:36;4.458.336;2;14316
697;4995;23.02.2020 11:08;1.130.558;2;6935
698;4360;6.07.2019 12:25;5.395.844;2;5376
699;3684;23.02.2020 13:47;151.417;2;14206
700;2973;24.01.2020 20:32;6.669.031;2;12478
701;2027;22.10.2019 06:08;3.516.402;2;4937
702;3803;23.09.2019 10:58;409.168;2;14502
703;4392;21.01.2019 02:36;7.705.054;2;5451
704;2935;7.01.2019 11:00;587.378;2;12380
705;6511;27.05.2019 07:45;859.781;2;15917
706;8423;16.09.2019 18:41;446.332;2;20582
707;5666;27.10.2019 13:35;2.809.412;2;8638
708;7065;9.06.2019 00:11;5.876.216;2;17239
709;2020;29.10.2019 09:38;1.560.170;2;4925
710;203;12.07.2019 01:58;2.270.431;2;464
711;8420;27.09.2019 17:55;1.129.037;2;20576
712;7155;23.02.2020 03:22;5.457.117;2;17449
713;2413;22.09.2019 16:34;251.687;2;11123
714;431;6.03.2019 05:50;7.336.127;2;1005
715;6152;30.05.2019 19:29;6.205.570;2;9830
716;338;10.01.2019 05:36;6.214.898;2;774
717;1005;22.09.2019 09:18;2.595.371;2;2416
718;7044;22.03.2019 02:20;4.143.307;2;17179
719;4372;1.04.2019 11:34;7.404.822;2;5405
720;7009;16.01.2019 03:15;649.651;2;17097
721;3463;7.11.2019 22:58;2.253.742;2;13662
722;4071;14.09.2019 10:14;1.689.725;2;15153
723;9645;14.07.2019 22:22;9.114.521;2;23605
724;8646;11.04.2019 12:12;2.668.976;2;21118
725;7374;2.02.2020 21:23;993.672;2;17996
726;7740;19.03.2020 00:58;7.133.360;2;18922
727;1965;21.03.2019 02:16;4.716.217;2;4771
728;9024;2.02.2019 16:47;812.461;2;22060
729;7370;2.01.2019 21:28;10.222.355;2;17986
730;7632;5.01.2020 07:46;1.024.026;2;18642
731;9286;5.06.2019 08:23;585.716;2;22698
732;6291;20.04.2019 19:30;3.386.299;2;10162
733;8485;21.01.2019 22:25;141.375;2;20735
734;3866;12.12.2019 04:37;8.003.907;2;14663
735;3857;17.09.2019 16:58;688.518;2;14639
736;6921;25.05.2019 02:04;1.144.669;2;16887
737;8189;17.06.2019 10:27;2.957.096;2;20018
738;8746;22.02.2019 21:29;8.534.233;2;21371
739;7788;19.03.2019 18:59;1.873.622;2;19038
740;4741;21.12.2019 04:30;1.487.105;2;6288
741;1400;16.02.2019 05:40;2.923.138;2;3387
742;1268;7.02.2019 10:56;5.388.572;2;3054
743;4414;15.06.2019 23:16;3.372.309;2;5505
744;3324;21.07.2019 11:57;5.212.161;2;13344
745;8333;22.12.2019 16:27;4.084.111;2;20365
746;3166;7.01.2020 02:28;5.082.006;2;12949
747;9419;16.09.2019 13:08;516.658;2;23024
748;5567;23.12.2019 06:40;3.829.773;2;8408
749;7065;31.12.2019 08:51;12.195.957;2;17238
750;9404;8.09.2019 17:54;334.386;2;22986
751;8491;15.02.2019 12:32;8.578.032;2;20747
752;6933;29.10.2019 06:36;6.302.810;2;16912
753;9529;3.04.2019 04:37;3.782.558;2;23307
754;4018;10.02.2020 20:07;532.510;2;15035
755;1839;3.01.2020 18:04;895.727;2;4450
756;5699;23.05.2019 11:40;8.704.492;2;8713
757;2174;17.11.2019 13:16;3.830.127;2;10535
758;5834;16.08.2019 11:16;14.750.061;2;9058
759;733;1.09.2019 05:18;61.854;2;1750
760;1027;29.01.2020 07:02;2.642.500;2;2468
761;4993;22.10.2019 01:04;1.390.315;2;6931
762;5121;10.01.2019 15:47;4.296.652;2;7265
763;4690;13.09.2019 17:35;10.178.183;2;6163
764;27;20.07.2019 09:06;576.805;2;57
765;3872;5.08.2019 23:01;6.746.039;2;14678
766;5706;10.02.2019 20:53;1.759.778;2;8728
767;7354;2.06.2019 13:55;9.573.078;2;17942
768;3982;26.10.2019 16:39;1.814.589;2;14952
769;1593;1.10.2019 07:31;4.983.813;2;3873
770;1204;18.05.2019 11:33;1.923.909;2;2895
771;6032;23.05.2019 06:51;11.480.657;2;9545
772;8823;8.03.2020 20:29;3.492.818;2;21568
773;1741;15.10.2019 11:34;4.541.916;2;4203
774;8129;22.06.2019 16:03;2.028.089;2;19869
775;9192;1.05.2019 14:19;4.495.656;2;22461
776;4173;12.03.2019 23:44;1.239.203;2;15398
777;7819;21.01.2019 21:52;2.747.931;2;19114
778;5490;23.03.2020 18:23;6.650.850;2;8201
779;2253;28.07.2019 20:16;592.817;2;10735
780;6457;1.05.2019 01:08;100.938;2;15793
781;429;17.04.2019 20:16;4.855.194;2;999
782;2701;22.01.2019 23:53;346.926;2;11843
783;7638;18.01.2019 17:04;3.746.810;2;18655
784;1459;11.08.2019 14:36;1.785.266;2;3527
785;2482;23.11.2019 21:07;8.737.210;2;11298
786;4194;20.06.2019 14:11;8.565.757;2;15449
787;968;7.08.2019 06:22;16.357.486;2;2314
788;3563;12.06.2019 11:33;6.688.119;2;13919
789;8487;25.06.2019 03:41;381.642;2;20738
790;2194;18.05.2019 00:23;632.867;2;10584
791;8879;30.05.2019 23:09;2.260.508;2;21691
792;7339;13.07.2019 20:55;9.912.572;2;17900
793;5877;18.01.2019 07:44;1.902.637;2;9162
794;1649;20.02.2019 15:13;3.828.226;2;3998
795;1672;5.05.2019 20:41;6.705.138;2;4046
796;4821;2.12.2019 03:35;6.096.356;2;6492
797;5396;16.03.2019 17:12;1.570.977;2;7961
798;3598;27.09.2019 19:09;1.791.314;2;13992
799;2844;4.11.2019 08:29;5.333.912;2;12165
800;3150;2.07.2019 09:31;12.005.152;2;12909
801;5565;27.08.2019 10:19;2.873.646;2;8402
802;9269;7.04.2019 21:56;312.700;2;22653
803;1035;2.10.2019 21:57;716.564;2;2490
804;7248;31.01.2019 11:54;6.129.186;2;17666
805;4405;10.02.2020 11:48;5.528.157;2;5482
806;2111;12.10.2019 17:31;7.679.684;2;5139
807;8702;5.05.2019 04:48;4.396.061;2;21250
808;5480;23.11.2019 05:09;8.342.616;2;8181
809;3508;3.09.2019 12:40;2.363.676;2;13777
810;3769;5.01.2020 21:08;604.330;2;14425
811;5395;26.06.2019 19:24;188.846;2;7959
812;6453;23.08.2019 21:43;3.916.360;2;15786
813;4641;20.09.2019 04:03;9.306.646;2;6040
814;104;5.08.2019 05:20;3.795.025;2;249
815;639;16.09.2019 04:19;7.427.781;2;1523
816;568;21.01.2020 20:26;8.789.491;2;1357
817;8016;24.07.2019 01:24;2.005.321;2;19589
818;946;13.08.2019 20:21;3.335.758;2;2265
819;865;26.07.2019 17:32;4.346.506;2;2070
820;5026;16.02.2020 23:16;5.265.881;2;7006
821;7244;26.04.2019 15:18;11.493.784;2;17656
822;3187;27.01.2019 01:26;9.255.997;2;13000
823;2318;2.11.2019 00:23;7.110.232;2;10896
824;8208;11.04.2019 00:38;7.177.736;2;20067
825;1254;7.02.2019 08:10;867.105;2;3019
826;6940;18.08.2019 01:17;3.200.482;2;16929
827;708;14.07.2019 17:00;1.371.948;2;1691
828;6014;1.02.2019 08:30;3.253.966;2;9494
829;5976;31.01.2019 23:31;1.023.676;2;9401
830;7059;14.10.2019 23:17;5.179.783;2;17223
831;623;18.02.2019 13:34;6.144.084;2;1485
832;2583;19.02.2020 13:45;389.484;2;11550
833;8755;16.09.2019 04:24;131.250;2;21398
834;8441;13.04.2019 09:53;2.286.149;2;20625
835;2836;9.01.2019 14:19;1.574.314;2;12150
836;2781;29.12.2019 11:26;1.421.407;2;12030
837;5900;4.06.2019 22:58;8.161.577;2;9216
838;9205;2.06.2019 01:21;1.989.255;2;22501
839;7868;4.02.2020 13:10;4.246.875;2;19232
840;3534;1.03.2019 10:45;889.851;2;24507
841;6678;20.03.2020 22:08;7.038.664;2;16307
842;6513;7.04.2019 20:16;22.402.077;2;15926
843;7973;1.05.2019 13:40;268.818;2;19496
844;5167;1.05.2019 00:06;3.368.275;2;7388
845;841;29.08.2019 05:09;2.351.798;2;1998
846;5205;28.06.2019 14:15;5.321.183;2;7482
847;2768;13.03.2019 21:53;2.261.235;2;11998
848;7922;15.08.2019 15:45;5.603.077;2;19362
849;259;5.08.2019 05:51;1.688.181;2;590
850;1835;23.08.2019 18:34;6.031.909;2;4442
851;1889;29.07.2019 08:01;220.223;2;4571
852;9430;2.05.2019 22:36;9.030.327;2;23051
853;2790;30.04.2019 17:58;1.620.393;2;12052
854;4771;12.03.2020 23:03;6.690.445;2;6365
855;3558;2.05.2019 15:37;3.386.336;2;13906
856;4581;16.06.2019 00:05;1.803.583;2;5896
857;2503;30.07.2019 20:23;623.197;2;11358
858;3888;3.05.2019 22:53;3.536.746;2;14722
859;1503;29.06.2019 09:49;6.844.061;2;3635
860;750;8.04.2019 02:58;13.382.638;2;1795
861;6218;10.07.2019 00:17;2.230.877;2;9995
862;2723;4.06.2019 10:16;8.233.719;2;11890
863;2324;2.09.2019 09:02;1.282.244;2;10909
864;162;1.11.2019 17:55;855.715;2;371
865;6661;15.03.2019 21:03;13.935.052;2;16269
866;7468;26.03.2019 23:30;3.651.975;2;18232
867;3956;7.11.2019 16:55;4.172.595;2;14877
868;4033;18.07.2019 07:41;2.589.653;2;15067
869;5302;25.05.2019 04:25;4.215.749;2;7698
870;5883;21.03.2019 12:47;10.325.757;2;9176
871;2652;1.01.2019 11:47;4.354.247;2;11728
872;3346;24.05.2019 21:59;5.534.286;2;13387
873;1621;13.04.2019 11:32;154.253;2;3933
874;617;25.01.2019 19:36;1.830.148;2;1468
875;7950;26.10.2019 22:59;1.052.009;2;19442
876;5183;24.03.2020 02:15;5.601.035;2;7428
877;8432;4.06.2019 06:37;3.058.640;2;20602
878;6481;26.06.2019 08:06;6.070.592;2;15849
879;4004;22.03.2020 21:08;1.058.870;2;14998
880;646;15.02.2020 11:48;6.464.804;2;1537
881;3218;12.04.2019 18:58;1.440.831;2;13080
882;8963;9.09.2019 23:46;11.987.048;2;21907
883;3353;4.02.2020 04:54;4.658.962;2;13402
884;6108;8.10.2019 05:35;126.254;2;9722
885;3709;1.09.2019 08:04;869.411;2;14273
886;2873;30.01.2020 17:56;6.282.707;2;12225
887;66;4.02.2019 12:21;3.851.414;2;152
888;7337;4.11.2019 07:59;6.088.696;2;17894
889;1812;2.12.2019 12:46;4.469.741;2;4382
890;736;20.06.2019 09:57;1.821.119;2;1760
891;8162;30.06.2019 10:56;666.215;2;19950
892;9043;4.03.2020 14:44;8.188.821;2;22107
893;26;26.06.2019 19:07;14.293.817;2;24486
894;4002;4.08.2019 00:47;11.528.441;2;14991
895;4849;16.08.2019 15:22;1.714.937;2;6561
896;1435;7.06.2019 21:26;9.684.292;2;3477
897;7082;13.11.2019 18:44;4.060.532;2;17278
898;8710;2.05.2019 07:38;4.715.544;2;21271
899;2775;25.10.2019 04:42;8.699.804;2;12013
900;9288;27.06.2019 09:50;583.786;2;22702
901;5077;19.12.2019 12:29;6.217.279;2;7147
902;23;8.06.2019 01:46;9.099.382;2;51
903;3;13.04.2019 07:22;4.723.847;2;6
904;9152;7.04.2019 05:58;12.996.108;2;22356
905;2772;9.01.2020 05:22;2.724.894;2;12004
906;5651;18.12.2019 01:25;268.592;2;24488
907;4392;20.02.2019 18:23;3.150.825;2;5451
908;5893;2.12.2019 10:31;8.935.832;2;9201
909;8759;13.05.2019 02:28;4.728.168;2;21409
910;1449;30.01.2019 18:52;2.309.160;2;3505
911;3574;26.07.2019 06:01;1.715.358;2;13944
912;6723;29.12.2019 04:44;2.489.096;2;16407
913;4207;15.01.2020 19:09;282.837;2;15478
914;9557;1.04.2019 16:43;3.944.772;2;23381
915;8100;1.03.2019 19:42;2.381.119;2;19790
916;1780;18.12.2019 00:42;5.743.851;2;4312
917;6721;25.06.2019 23:59;139.956;2;16403
918;6601;10.10.2019 18:47;2.027.190;2;16124
919;2052;7.07.2019 12:43;3.704.386;2;4999
920;8945;29.02.2020 13:19;799.007;2;21862
921;3199;18.01.2020 03:37;562.058;2;13031
922;8975;3.03.2019 03:08;10.715.880;2;21933
923;4773;20.02.2020 22:38;6.831.262;2;6372
924;3471;14.10.2019 11:01;1.702.300;2;13681
925;5391;19.09.2019 23:24;12.206.293;2;7949
926;8725;30.12.2019 11:25;7.014.871;2;21314
927;4004;19.01.2020 18:32;5.140.670;2;14998
928;5319;9.05.2019 13:15;3.008.926;2;7743
929;3750;2.09.2019 19:11;1.189.570;2;14384
930;5071;14.12.2019 04:08;552.617;2;7130
931;3992;30.10.2019 16:41;1.674.372;2;14972
932;7521;2.03.2020 19:46;663.565;2;18362
933;6665;6.12.2019 05:43;4.617.305;2;16278
934;887;21.10.2019 10:37;6.472.771;2;2126
935;8855;13.10.2019 19:06;6.168.480;2;21635
936;9579;24.03.2019 09:31;1.795.666;2;23431
937;6490;14.01.2019 15:07;128.376;2;15871
938;5579;26.08.2019 20:53;536.967;2;8437
939;2956;18.07.2019 04:47;3.800.931;2;12433
940;3324;30.08.2019 19:32;1.879.660;2;13344
941;7785;10.02.2019 16:09;2.578.354;2;19032
942;4605;21.06.2019 06:09;4.083.562;2;5949
943;1257;25.08.2019 16:54;2.369.069;2;3027
944;7566;26.07.2019 15:51;2.989.640;2;18477
945;6163;26.02.2020 16:15;6.063.515;2;9858
946;4113;11.03.2020 10:34;6.419.812;2;15254
947;1876;28.09.2019 19:28;13.926.113;2;4539
948;7154;13.12.2019 07:44;2.737.121;2;17448
949;6410;22.02.2020 20:09;5.436.288;2;10442
950;4180;14.03.2019 18:31;5.578.093;2;15416
951;3361;11.02.2019 23:16;13.362.928;2;13428
952;7916;21.06.2019 07:54;6.081.656;2;19348
953;1426;24.02.2019 01:32;2.176.881;2;3454
954;8706;3.09.2019 19:29;13.593.695;2;21260
955;270;12.12.2019 05:53;7.302.555;2;621
956;910;26.11.2019 17:18;5.033.948;2;2182
957;916;20.01.2019 21:21;1.023.592;2;2195
958;2220;5.01.2019 05:26;3.719.560;2;10650
959;5862;26.05.2019 17:24;2.588.248;2;24489
960;5042;16.07.2019 06:59;3.439.052;2;7051
961;8683;1.01.2020 16:26;7.564.559;2;21207
962;1675;17.03.2020 18:58;2.715.191;2;4054
963;2282;15.02.2020 19:04;9.133.667;2;10800
964;8793;22.05.2019 00:45;107.775;2;21492
965;6856;2.03.2020 05:42;1.859.087;2;16731
966;6203;20.06.2019 10:56;1.346.397;2;9955
967;5244;27.12.2019 11:01;742.581;2;7571
968;7822;31.10.2019 04:41;2.977.813;2;19118
969;9593;22.04.2019 19:02;2.787.173;2;23468
970;5034;25.07.2019 07:13;6.858.395;2;7024
971;7728;9.04.2019 13:59;1.549.972;2;18901
972;9320;5.03.2020 02:45;5.620.552;2;22783
973;193;22.03.2020 15:26;5.184.292;2;438
974;9189;18.06.2019 11:42;3.855.127;2;22454
975;8532;8.12.2019 01:07;15.047.549;2;20852
976;2008;9.08.2019 06:20;30.125;2;4898
977;8841;6.01.2020 11:09;4.534.557;2;21600
978;3062;16.04.2019 16:18;9.754.735;2;12700
979;7802;9.01.2019 21:26;4.742.441;2;19073
980;9272;5.06.2019 19:22;10.173.515;2;22661
981;6385;3.09.2019 05:35;7.414.050;2;10386
982;2841;22.05.2019 21:59;6.188.248;2;12160
983;8373;6.02.2020 14:50;52.956;2;20462
984;2602;4.06.2019 18:12;1.017.309;2;11601
985;9244;25.11.2019 14:56;2.206.531;2;22594
986;304;23.02.2019 11:18;6.685.769;2;698
987;3714;5.10.2019 16:24;754.306;2;14284
988;1533;22.10.2019 02:09;5.156.072;2;3706
989;2129;14.08.2019 04:00;9.802.287;2;5185
990;6849;26.06.2019 00:49;3.112.036;2;16716
991;7107;10.01.2019 02:17;4.556.315;2;17335
992;8841;6.03.2019 22:39;2.866.174;2;21600
993;8551;19.01.2020 13:13;1.565.730;2;20893
994;1161;18.01.2019 05:31;28.702;2;2790
995;4363;20.02.2019 20:26;2.720.204;2;5380
996;4128;17.02.2019 22:33;1.040.924;2;15293
997;1852;13.02.2019 18:23;4.654.061;2;4481
998;7642;7.08.2019 12:20;6.589.637;2;18669
999;2344;8.07.2019 11:45;977.043;2;10954
1000;464;30.04.2019 20:29;7.694.885;2;1085
1001;7997;9.09.2019 18:06;550.018;2;19545
1002;1651;31.07.2019 15:55;2.504.227;2;4003
1003;6922;30.01.2020 16:00;46.435;2;16890
1004;771;14.03.2019 20:32;9.888.089;2;1843
1005;3623;14.04.2019 06:15;297.991;2;14053
1006;1167;6.06.2019 16:24;4.991.442;2;2811
1007;2127;5.06.2019 19:13;2.080.331;2;5180
1008;1993;23.02.2020 06:23;5.628.027;2;4852
1009;3153;27.06.2019 20:10;4.983.673;2;12918
1010;5750;30.10.2019 23:15;9.003.216;2;8830
1011;8318;30.07.2019 12:18;4.784.365;2;20330
1012;3092;25.03.2020 20:33;3.744.883;2;12769
1013;8937;1.01.2020 03:10;10.507.531;2;21842
1014;3427;6.07.2019 08:28;3.193.318;2;13579
1015;8968;6.01.2019 17:17;10.848.231;2;21916
1016;914;20.06.2019 18:48;1.065.954;2;2189
1017;7758;11.06.2019 21:57;696.176;2;18965
1018;1139;28.03.2019 19:07;3.051.082;2;2738
1019;4455;18.02.2019 11:46;1.210.652;2;5602
1020;9362;28.01.2020 06:30;1.185.766;2;22884
1021;7581;27.02.2019 18:54;6.447.130;2;18511
1022;9341;27.03.2019 02:25;6.721.064;2;22828
1023;4304;10.11.2019 01:30;2.962.431;2;15717
1024;1926;31.07.2019 10:11;1.976.639;2;4664
1025;8740;19.03.2019 08:39;1.637.319;2;21353
1026;8601;5.12.2019 16:02;622.278;2;21020
1027;1284;22.03.2019 20:57;3.303.365;2;3094
1028;5352;8.02.2020 03:24;8.876.960;2;7842
1029;3071;31.08.2019 05:51;8.221.736;2;12723
1030;6617;11.01.2019 19:13;302.675;2;16160
1031;6946;6.04.2019 12:08;4.989.658;2;16940
1032;3560;21.01.2019 15:35;1.012.695;2;13913
1033;2405;20.09.2019 11:50;276.403;2;11103
1034;2891;14.05.2019 17:25;3.416.362;2;12267
1035;1415;13.01.2020 19:02;6.360.523;2;3429
1036;1045;24.10.2019 15:11;425.591;2;2515
1037;5000;7.10.2019 18:17;3.053.600;2;6947
1038;9265;20.02.2020 02:50;965.883;2;22643
1039;5003;5.12.2019 21:48;2.901.799;2;6952
1040;5709;27.02.2019 02:38;5.590.725;2;8732
1041;7198;31.08.2019 07:43;1.542.934;2;17556
1042;6202;13.03.2020 13:32;8.754.757;2;9953
1043;4921;16.01.2019 03:38;1.402.627;2;6738
1044;6906;16.03.2019 03:53;3.941.144;2;16848
1045;7856;8.11.2019 06:34;3.497.102;2;19201
1046;8467;16.03.2019 18:45;2.649.861;2;20690
1047;252;19.09.2019 21:14;1.455.718;2;24483
1048;6985;3.03.2020 08:03;935.226;2;17041
1049;8301;10.05.2019 14:12;10.958.029;2;20287
1050;4843;23.03.2019 15:39;5.257.995;2;6548
